Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-28,wait,2020-10-28
SAO MARTINHO ON,SMTO3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-28,wait,2020-10-28
3M Co BDR,MMMC34,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-10-28,wait,2020-10-28
Citigroup Inc BDR.,CTGP34,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-10-28,wait,2020-10-28
JPMorgan Chase Co.,JPMC34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-28,wait,2020-10-28
Morgan Stanley Ba.,MSBR34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-28,wait,2020-10-28
Morgan Stanley Ba.,MSBR34,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-28,wait,2020-10-28
Visa Inc BDR,VISA34,1M,High,Three Inside Down,Current,Bearish reversal,2020-10-28,wait,2020-10-28
Procter Gamble Co.,PGCO34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-10-28,wait,2020-10-28
International Bus.,IBMB34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-28,wait,2020-10-28
International Bus.,IBMB34,1M,Low,Three Line Strike,Current,Bullish continuation,2020-10-28,wait,2020-10-28
Camil Alimentos,CAML3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-28,wait,2020-10-28
M.DIASBRANCO ON,MDIA3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-10-28,wait,2020-10-28
Wal Mart Stores I.,WALM34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-28,wait,2020-10-28
BANRISUL PNA,BRSR5,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-10-28,wait,2020-10-28
CYRELA REALT ON,CYRE3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-28,wait,2020-10-28
Via Varejo,VVAR3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-28,wait,2020-10-28
Via Varejo,VVAR3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-28,wait,2020-10-28
LOJAS RENNER ON,LREN3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-28,wait,2020-10-28
LOJAS RENNER ON,LREN3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-28,wait,2020-10-28
PDG REALT ON,PDGR3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-28,wait,2020-10-28
