Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
TOTVS ON,TOTS3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
PARANAPANEMA ON,PMAM3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Suzano Papel Celu.,SUZB3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
C A Modas SA,CEAB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Nike Inc BDR,NIKE34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Colgate Palmolive.,COLG34,1M,High,Dark Cloud Cover,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Hoteis Othon,HOOT4,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Hoteis Othon,HOOT4,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
LOJAS AMERIC PN,LAME4,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Kimberly Clark Co.,KMBB34,1M,High,Three Outside Down,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-03,wait,2020-12-03
NEOENERGIA,NEOE3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Alupar Invest,ALUP3,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
TRIUNFO PART ON,TPIS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
CEEE-D ON,CEED3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-12-03,wait,2020-12-03
Smiles Fidelidade.,SMLS3T,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ALPARGATAS ON,ALPA3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BANRISUL ON N1,BRSR3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Whirlpool Pref,WHRL4,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
MARFRIG ON,MRFG3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
COMGAS PNA,CGAS5,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
International Bus.,IBMB34,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Banco BTG,BPAC11,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
LINX ON NM,LINX3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Apple Inc BDR,AAPL34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
CEMIG PN,CMIG4,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
CESP PNA,CESP5,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BANRISUL PNB,BRSR6,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
GERDAU PN N1,GGBR4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Apple Inc BDR,AAPL34,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
TIM PART S/A ON,TIMS3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Gradiente Electro.,IGBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
CTEEP,TRPL3,1M,High,Rising Three Methods,Current,Bullish continuation,2020-12-03,wait,2020-12-03
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
3M Co BDR,MMMC34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ELETROBRAS PNB,ELET6,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Nike Inc BDR,NIKE34,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Brb Banco,BSLI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Visa Inc BDR,VISA34,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Brb Banco,BSLI3,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ROSSI RESID ON,RSID3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-12-03,wait,2020-12-03
GRENDENE ON,GRND3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
RAIADROGASIL ON,RADL3,1W,High,Three Black Crows,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Ford Motor Co BDR.,FDMO34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Nike Inc BDR,NIKE34,1W,High,Evening Doji Star,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Xerox Corp BDR,XRXB34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Karsten Pref,CTKA4,1W,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Comcast Corp BDR,CMCS34,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-12-03,wait,2020-12-03
FLEURY ON,FLRY3,1W,Low,Bullish Hammer,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ROSSI RESID ON,RSID3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
LOCAMERICA ON NM,LCAM3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Braskem Pref B,BRKM6,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
LE LIS BLANC ON,LLIS3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
LOJAS AMERIC ON,LAME3,1W,Low,Bullish Hammer,Current,Bullish reversal,2020-12-03,wait,2020-12-03
BANRISUL PNA,BRSR5,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-03,wait,2020-12-03
BANRISUL PNA,BRSR5,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
BR PROPERT ON,BRPR3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
GENERALSHOPP ON,GSHP3,1W,Low,Shooting Star,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BRF SA ON,BRFS3,1W,Low,Harami Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BRF SA ON,BRFS3,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BRASILAGRO ON,AGRO3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BRASILAGRO ON,AGRO3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Hoteis Othon,HOOT4,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
MMX Mineracao e M.,MMXM11,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
COTEMINAS,CTNM3,1W,High,Three Outside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
GERDAU MET PN,GOAU4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
OI PN,OIBR4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Walt Disney Co BD.,DISB34,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Saraiva,SLED3,1W,Low,Harami Cross,Current,Bullish reversal,2020-12-03,wait,2020-12-03
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Starbucks Corp BD.,SBUB34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Starbucks Corp BD.,SBUB34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
LOCALIZA ON,RENT3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ALPARGATAS ON,ALPA3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Santos Brasil Par.,STBP3,1W,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
BANRISUL PNA,BRSR5,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
OI PN,OIBR4,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Santos Brasil Par.,STBP3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
COPEL PNB,CPLE6,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
Electro Aco Alton.,EALT3,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
CEEE-GT ON,EEEL3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Comgas,CGAS3,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-03,wait,2020-12-03
ATT Inc BDR,ATTB34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Lockheed Martin C.,LMTB34,1W,High,Falling Three Methods,Current,Bearish continuation,2020-12-03,wait,2020-12-03
CPFL ENERGIAON NM.,CPFE3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-03,wait,2020-12-03
TIM PART S/A ON,TIMS3,1W,Low,Hanging Man,Current,Bearish reversal,2020-12-03,wait,2020-12-03
TELEF BRASIL PN,VIVT4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
VALE ON,VALE3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
VALE ON,VALE3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
Santos Brasil Par.,STBP3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-03,wait,2020-12-03
