Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
CIELO ON,CIEL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Home Depot Inc BD.,HOME34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
AREZZO CO ON,ARZZ3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
AREZZO CO ON,ARZZ3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
ROSSI RESID ON,RSID3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
ROSSI RESID ON,RSID3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Pfizer Inc BDR,PFIZ34,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Amazon.com Inc BD.,AMZO34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
FLEURY ON,FLRY3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-11,wait,2020-12-11
McDonalds Corp BD.,MCDC34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Oracle Corp BDR,ORCL34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Netflix Inc DRC,NFLX34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Hewlett Packard C.,HPQB34,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-11,wait,2020-12-11
LINX ON NM,LINX3,1M,High,Evening Doji Star,Current,Bearish reversal,2020-12-11,wait,2020-12-11
TIM PART S/A ON,TIMS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Estadual Geracao.,EEEL4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
COELCE PNA,COCE5,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-11,wait,2020-12-11
PORTOBELLO ON,PTBL3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Dommo Energia,DMMO11,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Kimberly Clark Co.,KMBB34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
PORTOBELLO ON,PTBL3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Brb Banco,BSLI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Goldman Sachs Gro.,GSGI34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
LOPES BRASIL ON,LPSB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Honeywell DRC,HONB34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Visa Inc BDR,VISA34,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Visa Inc BDR,VISA34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Wells Fargo Co BD.,WFCO34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
BR PROPERT ON,BRPR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
BRF SA ON,BRFS3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
BRASKEM ON,BRKM3,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2020-12-11,wait,2020-12-11
The Coca Cola Co.,COCA34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Wal Mart Stores I.,WALM34,1M,Medium,Break Away Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
American Express.,AXPB34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
FERBASA PN,FESA4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
GERDAU MET PN,GOAU4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
PORTOBELLO ON,PTBL3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Citigroup Inc BDR.,CTGP34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
GERDAU PN N1,GGBR4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
CTEEP,TRPL3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
CESP PNA,CESP5,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
GERDAU MET PN,GOAU4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Intel Corp BDR,ITLC34,1W,Medium,Upside Gap Three Methods,Current,Bullish continuation,2020-12-11,wait,2020-12-11
LUPATECH ON,LUPA3,1W,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
Hewlett Packard C.,HPQB34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
eBay Inc BDR,EBAY34,1W,High,Falling Three Methods,Current,Bearish continuation,2020-12-11,wait,2020-12-11
Brasileira De Dis.,PCAR3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-11,wait,2020-12-11
Cisco Systems Inc.,CSCO34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-11,wait,2020-12-11
MARFRIG ON,MRFG3,1W,Low,Harami Cross,Current,Bullish reversal,2020-12-11,wait,2020-12-11
MARFRIG ON,MRFG3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-12-11,wait,2020-12-11
