Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
CEMIG ON,CMIG3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
CSU CARDSYST ON,CARD3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
BR MALLS PAR ON,BRML3,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2021-02-04,wait,2021-02-04
IGUATEMI ON,IGTA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
ITAUUNIBANCO ON,ITUB3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
ITAUUNIBANCOPN EB.,ITUB4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
MULTIPLAN ON,MULT3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-02-04,wait,2021-02-04
MULTIPLAN ON,MULT3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
SANTANDER BRPN ,SANB4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
CSU CARDSYST ON,CARD3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
CSU CARDSYST ON,CARD3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
BR MALLS PAR ON,BRML3,1M,High,Evening Doji Star,Current,Bearish reversal,2021-02-04,wait,2021-02-04
CEMIG ON,CMIG3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Morgan Stanley Ba.,MSBR34,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2021-02-04,wait,2021-02-04
Visa Inc BDR,VISA34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2021-02-04,wait,2021-02-04
Brb Banco,BSLI3,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2021-02-04,wait,2021-02-04
BRB Pref,BSLI4,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-02-04,wait,2021-02-04
Procter Gamble Co.,PGCO34,1M,High,Three Black Crows,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Vivara,VIVA3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Vivara,VIVA3,1M,High,Dark Cloud Cover,Current,Bearish reversal,2021-02-04,wait,2021-02-04
BR MALLS PAR ON,BRML3,1M,High,Evening Star,Current,Bearish reversal,2021-02-04,wait,2021-02-04
BBSEGURIDADE ON N.,BBSE3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
TECNISA ON,TCSA3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-02-04,wait,2021-02-04
PETROBRAS PN,PETR4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Cisco Systems Inc.,CSCO34,1M,High,Three Inside Up,Current,Bullish reversal,2021-02-04,wait,2021-02-04
Xerox Corp BDR,XRXB34,1M,Low,Hanging Man,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Xerox Corp BDR,XRXB34,1M,Medium,Dragonfly Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Locaweb On,LWSA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-02-04,wait,2021-02-04
Dimed Pref,PNVL4,1M,High,Falling Three Methods,Current,Bearish continuation,2021-02-04,wait,2021-02-04
Merck Co Inc BDR,MRCK34,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-02-04,wait,2021-02-04
