Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
RODOBENSIMOB ON,RDNI3,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Taurus Armas PN,TASA4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Freeport Mcmoran.,FCXO34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
CTEEP,TRPL3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
TRAN PAULIST PN,TRPL4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
TRAN PAULIST PN,TRPL4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Freeport Mcmoran.,FCXO34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Cisco Systems Inc.,CSCO34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Amazon.com Inc BD.,AMZO34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-21,wait,2020-12-21
LOCAMERICA ON NM,LCAM3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
GOL PN N2,GOLL4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
BRF SA ON,BRFS3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
AES TIETE E ON N2.,TIET3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Ouro Fino Saude A.,OFSA3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
AES TIETE E UNT N.,TIET11,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Comgas,CGAS3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Comgas,CGAS3,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Visa Inc BDR,VISA34,1M,High,Dark Cloud Cover,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Visa Inc BDR,VISA34,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
COTEMINAS PN,CTNM4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Celpe Pref,CEPE5,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-21,wait,2020-12-21
OI ON N1,OIBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
JPMorgan Chase Co.,JPMC34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
KLABIN S/A PN,KLBN4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
RODOBENSIMOB ON,RDNI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Honeywell DRC,HONB34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
General Electric.,GEOO34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
General Electric.,GEOO34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
TIM PART S/A ON,TIMS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
ALPARGATAS ON,ALPA3,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Minerva,BEEF11,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Home Depot Inc BD.,HOME34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Johnson Johnson B.,JNJB34,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Cosan Logistica S.,RLOG3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
CESP PNA,CESP5,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Pfizer Inc BDR,PFIZ34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
LOCAMERICA ON NM,LCAM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
PORTOBELLO ON,PTBL3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
PORTOBELLO ON,PTBL3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
PORTOBELLO ON,PTBL3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Wal Mart Stores I.,WALM34,1M,Medium,Break Away Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
ODONTOPREV ON,ODPV3,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-21,wait,2020-12-21
QUALICORP ON,QUAL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
BBSEGURIDADE ON N.,BBSE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
ATT Inc BDR,ATTB34,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-21,wait,2020-12-21
TAESA UNT,TAEE11,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
FLEURY ON,FLRY3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-21,wait,2020-12-21
TAEE 3,TAEE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Braskem Pref B,BRKM6,1M,Low,Hanging Man,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Braskem Pref B,BRKM6,1M,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Kimberly Clark Co.,KMBB34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-21,wait,2020-12-21
CEDRO PN,CEDO4,1M,High,Falling Three Methods,Current,Bearish continuation,2020-12-21,wait,2020-12-21
ENGIE BRASILON NM.,EGIE3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-21,wait,2020-12-21
McDonalds Corp BD.,MCDC34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Starbucks Corp BD.,SBUB34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Celpe Pref,CEPE5,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
ATT Inc BDR,ATTB34,1W,High,Three Outside Down,Current,Bearish reversal,2020-12-21,wait,2020-12-21
RANDON PART ON,RAPT3,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-21,wait,2020-12-21
BR Insurance Corr.,APER3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-21,wait,2020-12-21
ITAUSA ON,ITSA3,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
RANDON PART PN,RAPT4,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
RANDON PART PN,RAPT4,1W,Low,Harami Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
ITAUSA ON,ITSA3,1W,Low,Harami Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
ITAUSA ON,ITSA3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Afluente Transmis.,AFLT3,1W,Low,Inverted Hammer,Current,Bullish reversal,2020-12-21,wait,2020-12-21
FERBASA PN,FESA4,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
CEDRO PN,CEDO4,1W,Low,Bullish Hammer,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Merck Co Inc BDR,MRCK34,1W,Medium,Homing Pigeon,Current,Bullish reversal,2020-12-21,wait,2020-12-21
ULTRAPAR ON NM,UGPA3,1W,Low,Harami Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
ULTRAPAR ON NM,UGPA3,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-21,wait,2020-12-21
VALID ON,VLID3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Johnson Johnson B.,JNJB34,1W,High,Three Outside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
Xerox Corp BDR,XRXB34,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
TELEF BRASIL PN,VIVT4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Home Depot Inc BD.,HOME34,1W,High,Three Outside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
ETERNIT ON,ETER3,1W,High,Three Black Crows,Current,Bearish reversal,2020-12-21,wait,2020-12-21
Microsoft Corp BD.,MSFT34,1W,High,Three Outside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
POSITIVO INF ON,POSI3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-21,wait,2020-12-21
KLABIN S/A ON N2,KLBN3,1W,Low,Harami Bearish,Current,Bearish reversal,2020-12-21,wait,2020-12-21
