Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
LOCAMERICA ON NM,LCAM3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Cogna Educacao,COGN3,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-05,wait,2021-01-05
Smiles Fidelidade.,SMLS3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
CIA HERING ON,HGTX3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-05,wait,2021-01-05
EZTEC ON,EZTC3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-05,wait,2021-01-05
Kimberly Clark Co.,KMBB34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-05,wait,2021-01-05
PDG REALT ON,PDGR3,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Verizon Communica.,VERZ34,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-01-05,wait,2021-01-05
Verizon Communica.,VERZ34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-05,wait,2021-01-05
JHSF PART ON,JHSF3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-05,wait,2021-01-05
JHSF PART ON,JHSF3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Anima ON,ANIM3,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-05,wait,2021-01-05
COTEMINAS PN,CTNM4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-05,wait,2021-01-05
GRAZZIOTIN PN,CGRA4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
CEB,CEBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
GAFISA ON,GFSA3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-05,wait,2021-01-05
CEB,CEBR3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
CEB,CEBR3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Karsten Pref,CTKA4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Energ De Brasilia.,CEBR6,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
McDonalds Corp BD.,MCDC34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-05,wait,2021-01-05
Azul SA Pref,AZUL4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Azul SA Pref,AZUL4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Azul SA Pref,AZUL4,1M,High,Evening Star,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Azul SA Pref,AZUL4,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Santos Brasil Par.,STBP3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
USIMINAS ON,USIM3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Alupar Invest Pre.,ALUP4,1M,Low,Harami Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
USIMINAS ON,USIM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Qualcomm Inc BDR,QCOM34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-05,wait,2021-01-05
Walmart BDR,WALM34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-05,wait,2021-01-05
Parana Sanepar Un.,SAPR11,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-05,wait,2021-01-05
ULTRAPAR ON NM,UGPA3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
Eucatex,EUCA3,1M,High,Three Outside Down,Current,Bearish reversal,2021-01-05,wait,2021-01-05
FERBASA PN,FESA4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
BANCO PAN SA PN,BPAN4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
BBSEGURIDADE ON N.,BBSE3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-05,wait,2021-01-05
