Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
PORTOBELLO ON,PTBL3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
American Express.,AXPB34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Azul SA Pref,AZUL4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
BRF SA ON,BRFS3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Netflix Inc DRC,NFLX34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-16,wait,2020-12-16
YDUQS Part ON,YDUQ3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-16,wait,2020-12-16
Comgas,CGAS3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-16,wait,2020-12-16
Celpe Pref,CEPE5,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-16,wait,2020-12-16
Celpe Pref,CEPE5,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-16,wait,2020-12-16
McDonalds Corp BD.,MCDC34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Baumer,BALM3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-16,wait,2020-12-16
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-16,wait,2020-12-16
TOTVS ON,TOTS3,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-12-16,wait,2020-12-16
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Home Depot Inc BD.,HOME34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Starbucks Corp BD.,SBUB34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-16,wait,2020-12-16
Cosan Logistica S.,RLOG3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-16,wait,2020-12-16
