Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Visa Inc BDR,VISA34,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
MMX Mineracao e M.,MMXM11,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
OI PN,OIBR4,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Anima ON,ANIM3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Telebras,TELB3,1M,High,Three Outside Down,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Kimberly Clark Co.,KMBB34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Movida Participac.,MOVI3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Celpe Pref,CEPE5,1M,High,Dark Cloud Cover,Current,Bearish reversal,2020-10-04,wait,2020-10-04
MMX Mineracao e M.,MMXM11,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
JHSF PART ON,JHSF3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
BRADESPAR PN,BRAP4,1M,High,Evening Doji Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
CEEE-D ON,CEED3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
CEEE-D ON,CEED3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
JHSF PART ON,JHSF3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
UNIPAR PNB,UNIP6,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
COELCE ON,COCE3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2020-10-04,wait,2020-10-04
Smiles Fidelidade.,SMLS3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
MRV ON,MRVE3,1M,High,Three Outside Down,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Alupar Invest Pre.,ALUP4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Cosan Logistica S.,RLOG3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Cosan Logistica S.,RLOG3,1M,Low,Three Line Strike,Current,Bullish continuation,2020-10-04,wait,2020-10-04
ITAUSA ON,ITSA3,1M,High,Three Outside Down,Current,Bearish reversal,2020-10-04,wait,2020-10-04
PETRORIO ON NM,PRIO3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Dimed,PNVL3,1M,High,Three Black Crows,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Dimed Pref,PNVL4,1M,High,Three Black Crows,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Enauta ON,ENAT3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Enauta ON,ENAT3,1M,High,Evening Doji Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Azul SA Pref,AZUL4,1M,Low,Shooting Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Qualcomm Inc BDR,QCOM34,1M,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Qualcomm Inc BDR,QCOM34,1M,Low,Hanging Man,Current,Bearish reversal,2020-10-04,wait,2020-10-04
GRAZZIOTIN PN,CGRA4,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
eBay Inc BDR,EBAY34,1M,High,Abandoned Baby Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
GRAZZIOTIN PN,CGRA4,1M,Low,Harami Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
GRAZZIOTIN PN,CGRA4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
USIMINAS PNA,USIM5,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
USIMINAS PNB,USIM6,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-10-04,wait,2020-10-04
GRAZZIOTIN ON,CGRA3,1M,Low,Hanging Man,Current,Bearish reversal,2020-10-04,wait,2020-10-04
WEG ON,WEGE3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
eBay Inc BDR,EBAY34,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2020-10-04,wait,2020-10-04
eBay Inc BDR,EBAY34,1M,High,Evening Doji Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
IRB Brasil Resseg.,IRBR3,1M,Low,Bullish Hammer,Current,Bullish reversal,2020-10-04,wait,2020-10-04
CEEE-D ON,CEED3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-10-04,wait,2020-10-04
SANTANDER BR UNT,SANB11,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Vivara,VIVA3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
YDUQS Part ON,YDUQ3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Wal Mart Stores I.,WALM34,1M,Low,Hanging Man,Current,Bearish reversal,2020-10-04,wait,2020-10-04
ENERGIAS BR ON,ENBR3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
TRAN PAULIST PN,TRPL4,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
TRAN PAULIST PN,TRPL4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Camil Alimentos,CAML3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Biosev ON,BSEV3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Vivara,VIVA3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
YDUQS Part ON,YDUQ3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
LOPES BRASIL ON,LPSB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-10-04,wait,2020-10-04
MasterCard Inc BD.,MSCD34,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
LOPES BRASIL ON,LPSB3,1M,Low,Shooting Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
JBS ON,JBSS3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-10-04,wait,2020-10-04
Notre Dame,GNDI3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Bank of America C.,BOAC34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
CESP ON,CESP3,1M,High,Evening Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Banco Inter Unit,BIDI11,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Bank of America C.,BOAC34,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Visa Inc BDR,VISA34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
AMBEV S/A ON,ABEV3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Banco Inter PN,BIDI4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
AMBEV S/A ON,ABEV3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Banco Inter ON,BIDI3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Apple Inc BDR,AAPL34,1W,High,Three Outside Up,Current,Bullish reversal,2020-10-04,wait,2020-10-04
LINX ON NM,LINX3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
POSITIVO INF ON,POSI3,1W,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
POSITIVO INF ON,POSI3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
3M Co BDR,MMMC34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
eBay Inc BDR,EBAY34,1W,Low,Shooting Star,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Braskem Pref B,BRKM6,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
GRENDENE ON,GRND3,1W,High,Three Outside Up,Current,Bullish reversal,2020-10-04,wait,2020-10-04
McDonalds Corp BD.,MCDC34,1W,Low,Hanging Man,Current,Bearish reversal,2020-10-04,wait,2020-10-04
SANTANDER BRPN ,SANB4,1W,High,Morning Doji Star,Current,Bullish reversal,2020-10-04,wait,2020-10-04
BR MALLS PAR ON,BRML3,1W,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
eBay Inc BDR,EBAY34,1W,Low,Inverted Hammer,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Karsten,CTKA3,1W,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
OSX BRASIL ON,OSXB3,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
Celulose Irani,RANI3,1W,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
TOTVS ON,TOTS3,1W,High,Falling Three Methods,Current,Bearish continuation,2020-10-04,wait,2020-10-04
IRB Brasil Resseg.,IRBR3,1W,High,Three Outside Up,Current,Bullish reversal,2020-10-04,wait,2020-10-04
CESP PNA,CESP5,1W,Low,Harami Cross,Current,Bullish reversal,2020-10-04,wait,2020-10-04
ENEVA ON NM,ENEV3,1W,High,Falling Three Methods,Current,Bearish continuation,2020-10-04,wait,2020-10-04
ENEVA ON NM,ENEV3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-04,wait,2020-10-04
Banco Inter PN,BIDI4,1W,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-10-04,wait,2020-10-04
GRAZZIOTIN ON,CGRA3,1W,High,Three Outside Up,Current,Bullish reversal,2020-10-04,wait,2020-10-04
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-10-04,wait,2020-10-04
