Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
BANRISUL PNA,BRSR5,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
PARANAPANEMA ON,PMAM3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-27,wait,2020-11-27
EUCATEX PN,EUCA4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-27,wait,2020-11-27
Eucatex,EUCA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
KLABIN S/A PN,KLBN4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Cemepe Pref ,MAPT4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Ogx Petroleo e Ga.,DMMO3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
BANRISUL ON N1,BRSR3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
RAIADROGASIL ON,RADL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Microsoft Corp BD.,MSFT34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Intel Corp BDR,ITLC34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-27,wait,2020-11-27
eBay Inc BDR,EBAY34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-27,wait,2020-11-27
eBay Inc BDR,EBAY34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-27,wait,2020-11-27
eBay Inc BDR,EBAY34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Verizon Communica.,VERZ34,1M,Low,Bullish Hammer,Current,Bullish reversal,2020-11-27,wait,2020-11-27
TIM PART S/A ON,TIMS3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-27,wait,2020-11-27
BANRISUL PNA,BRSR5,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Gradiente Electro.,IGBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-27,wait,2020-11-27
CEEE-D ON,CEED3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-11-27,wait,2020-11-27
Cedro Cachoeira,CEDO3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-27,wait,2020-11-27
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
GERDAU PN N1,GGBR4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-11-27,wait,2020-11-27
B2W DIGITAL ON,BTOW3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-27,wait,2020-11-27
B2W DIGITAL ON,BTOW3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Banco BTG,BPAC11,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
ELETROBRAS PNB,ELET6,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Whirlpool Pref,WHRL4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
TRIUNFO PART ON,TPIS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-27,wait,2020-11-27
WEG ON,WEGE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-27,wait,2020-11-27
C A Modas SA,CEAB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
Smiles Fidelidade.,SMLS3T,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-27,wait,2020-11-27
LOJAS AMERIC PN,LAME4,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-27,wait,2020-11-27
LOJAS AMERIC PN,LAME4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-27,wait,2020-11-27
