Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
PETROBRAS ON,PETR3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Ogx Petroleo e Ga.,DMMO3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Qualcomm Inc BDR,QCOM34,1M,Low,Three Line Strike,Current,Bullish continuation,2020-11-05,wait,2020-11-05
Qualcomm Inc BDR,QCOM34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-05,wait,2020-11-05
Procter Gamble Co.,PGCO34,1M,Low,Three Line Strike,Current,Bullish continuation,2020-11-05,wait,2020-11-05
Procter Gamble Co.,PGCO34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-05,wait,2020-11-05
Aliansce Sonae,ALSO3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Taurus Armas PN,TASA4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-11-05,wait,2020-11-05
Vivara,VIVA3,1M,Medium,Two Crows,Current,Bearish reversal,2020-11-05,wait,2020-11-05
Ogx Petroleo e Ga.,DMMO3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Alupar Invest Pre.,ALUP4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-05,wait,2020-11-05
CEB,CEBR3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-11-05,wait,2020-11-05
Parana Sanepar Un.,SAPR11,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Parana Sanepar Un.,SAPR11,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Companhia de Sane.,SAPR4,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-05,wait,2020-11-05
Aliansce Sonae,ALSO3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-05,wait,2020-11-05
