Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Netflix Inc DRC,NFLX34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-17,wait,2020-12-17
LOCAMERICA ON NM,LCAM3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-17,wait,2020-12-17
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-17,wait,2020-12-17
ATT Inc BDR,ATTB34,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-17,wait,2020-12-17
Wal Mart Stores I.,WALM34,1M,Medium,Break Away Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-17,wait,2020-12-17
ROSSI RESID ON,RSID3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
The Coca Cola Co.,COCA34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Kimberly Clark Co.,KMBB34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Dommo Energia,DMMO11,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
C A Modas SA,CEAB3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Azul SA Pref,AZUL4,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-17,wait,2020-12-17
WEG ON,WEGE3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-17,wait,2020-12-17
Starbucks Corp BD.,SBUB34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
LOCAMERICA ON NM,LCAM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
OI PN,OIBR4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-17,wait,2020-12-17
Brb Banco,BSLI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-17,wait,2020-12-17
