Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
RODOBENSIMOB ON,RDNI3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-12,wait,2021-01-12
BR MALLS PAR ON,BRML3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
GOL PN N2,GOLL4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
GOL PN N2,GOLL4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
LE LIS BLANC ON,LLIS3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-12,wait,2021-01-12
Whirlpool Pref,WHRL4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Whirlpool Pref,WHRL4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Verizon Communica.,VERZ34,1M,Low,Harami Cross,Current,Bullish reversal,2021-01-12,wait,2021-01-12
COTEMINAS PN,CTNM4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
BRASIL ON,BBAS3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Taurus Armas ON,TASA3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
BRASIL ON,BBAS3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
COTEMINAS,CTNM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Anima ON,ANIM3,1M,High,Evening Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Anima ON,ANIM3,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
BR MALLS PAR ON,BRML3,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Eucatex,EUCA3,1M,High,Three Outside Down,Current,Bearish reversal,2021-01-12,wait,2021-01-12
BR MALLS PAR ON,BRML3,1M,High,Evening Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
ATT Inc BDR,ATTB34,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-01-12,wait,2021-01-12
BRADESCO PN EJ N1.,BBDC4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
BRADESCO PN EJ N1.,BBDC4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
IGUATEMI ON,IGTA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
CEB,CEBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
CEB,CEBR3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
CEB,CEBR3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Merck Co Inc BDR,MRCK34,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-12,wait,2021-01-12
ITAUSA ON,ITSA3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Energ De Brasilia.,CEBR6,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
ITAUSA PN,ITSA4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
JHSF PART ON,JHSF3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-12,wait,2021-01-12
Aliansce Sonae,ALSO3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-12,wait,2021-01-12
Cisco Systems Inc.,CSCO34,1M,High,Three Inside Up,Current,Bullish reversal,2021-01-12,wait,2021-01-12
LOCAMERICA ON NM,LCAM3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
ITAUUNIBANCOPN EB.,ITUB4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Amazon.com Inc BD.,AMZO34,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-01-12,wait,2021-01-12
WEG ON,WEGE3,1M,High,Three Inside Up,Current,Bullish reversal,2021-01-12,wait,2021-01-12
Electro Aco Alton.,EALT4,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-12,wait,2021-01-12
Dimed Pref,PNVL4,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-12,wait,2021-01-12
Petrobras Distrib.,BRDT3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Azul SA Pref,AZUL4,1M,High,Evening Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Azul SA Pref,AZUL4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-12,wait,2021-01-12
Azul SA Pref,AZUL4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
CEDRO PN,CEDO4,1M,Low,Harami Cross,Current,Bullish reversal,2021-01-12,wait,2021-01-12
CEDRO PN,CEDO4,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-12,wait,2021-01-12
ODONTOPREV ON,ODPV3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
ODONTOPREV ON,ODPV3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
RAIADROGASIL ON,RADL3,1M,Low,Harami Cross,Current,Bullish reversal,2021-01-12,wait,2021-01-12
Home Depot Inc BD.,HOME34,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-12,wait,2021-01-12
HYPERMARCAS ON,HYPE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-12,wait,2021-01-12
