Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Visa Inc BDR,VISA34,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Pfizer Inc BDR,PFIZ34,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-07,wait,2020-12-07
TRAN PAULIST PN,TRPL4,1M,Low,Hanging Man,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Karsten Pref,CTKA4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
FLEURY ON,FLRY3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-07,wait,2020-12-07
PORTOBELLO ON,PTBL3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
LOJAS RENNER ON,LREN3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
QUALICORP ON,QUAL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
BRASKEM ON,BRKM3,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Kimberly Clark Co.,KMBB34,1M,High,Three Outside Down,Current,Bearish reversal,2020-12-07,wait,2020-12-07
MAGAZ LUIZA ON,MGLU3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Amazon.com Inc BD.,AMZO34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-07,wait,2020-12-07
GRAZZIOTIN ON,CGRA3,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Oracle Corp BDR,ORCL34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-07,wait,2020-12-07
USIMINAS ON,USIM3,1M,Low,Hanging Man,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Cosan Logistica S.,RLOG3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Brinquedos Estrel.,ESTR4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Visa Inc BDR,VISA34,1M,High,Dark Cloud Cover,Current,Bearish reversal,2020-12-07,wait,2020-12-07
AREZZO CO ON,ARZZ3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Ogx Petroleo e Ga.,DMMO3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
AREZZO CO ON,ARZZ3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
RUMO ON NM,RAIL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Anima ON,ANIM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
TRAN PAULIST PN,TRPL4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-07,wait,2020-12-07
CTEEP,TRPL3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
CIELO ON,CIEL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-07,wait,2020-12-07
