Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Merck Co Inc BDR,MRCK34,1M,High,Morning Star,Current,Bullish reversal,2021-01-26,wait,2021-01-26
Brasileira De Dis.,PCAR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
CVC BRASIL ON NM,CVCB3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
CVC BRASIL ON NM,CVCB3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-26,wait,2021-01-26
Colgate Palmolive.,COLG34,1M,High,Three Black Crows,Current,Bearish reversal,2021-01-26,wait,2021-01-26
M.DIASBRANCO ON,MDIA3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-26,wait,2021-01-26
Vivara,VIVA3,1M,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Vivara,VIVA3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Brasileira De Dis.,PCAR3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
CYRELA REALT ON,CYRE3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Procter Gamble Co.,PGCO34,1M,High,Three Black Crows,Current,Bearish reversal,2021-01-26,wait,2021-01-26
BRF SA ON,BRFS3,1M,High,Evening Star,Current,Bearish reversal,2021-01-26,wait,2021-01-26
BRF SA ON,BRFS3,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-26,wait,2021-01-26
BRF SA ON,BRFS3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
BRB Pref,BSLI4,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-01-26,wait,2021-01-26
Visa Inc BDR,VISA34,1M,Medium,Two Crows,Current,Bearish reversal,2021-01-26,wait,2021-01-26
CYRELA REALT ON,CYRE3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-26,wait,2021-01-26
CEB,CEBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Citigroup Inc BDR.,CTGP34,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Merck Co Inc BDR,MRCK34,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-01-26,wait,2021-01-26
HELBOR ON,HBOR3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
HELBOR ON,HBOR3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-26,wait,2021-01-26
EZTEC ON,EZTC3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
EZTEC ON,EZTC3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-26,wait,2021-01-26
Smiles Fidelidade.,SMLS3,1M,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Smiles Fidelidade.,SMLS3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Energ De Brasilia.,CEBR6,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
CEB,CEBR3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Energ De Brasilia.,CEBR6,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Energ De Brasilia.,CEBR6,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
TECNISA ON,TCSA3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-26,wait,2021-01-26
Starbucks Corp BD.,SBUB34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Energ De Brasilia.,CEBR5,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
Energ De Brasilia.,CEBR5,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-26,wait,2021-01-26
YDUQS Participaco.,YDUQ3,1M,Low,Harami Cross,Current,Bullish reversal,2021-01-26,wait,2021-01-26
Citigroup Inc BDR.,CTGP34,1M,Low,Shooting Star,Current,Bearish reversal,2021-01-26,wait,2021-01-26
