Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Alupar Invest Pre.,ALUP4,1M,High,Three Inside Up,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUSA ON,ITSA3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUSA PN,ITSA4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUSA PN,ITSA4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-10-07,wait,2020-10-07
CEMIG ON,CMIG3,1M,High,Three Inside Up,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUUNIBANCO ON,ITUB3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUUNIBANCOPN EB.,ITUB4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUUNIBANCOPN EB.,ITUB4,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
MULTIPLAN ON,MULT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-10-07,wait,2020-10-07
CSU CARDSYST ON,CARD3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ITAUSA ON,ITSA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
PORTO SEGURO ON,PSSA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
PORTO SEGURO ON,PSSA3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Intel Corp BDR,ITLC34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-10-07,wait,2020-10-07
Morgan Stanley Ba.,MSBR34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Procter Gamble Co.,PGCO34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-10-07,wait,2020-10-07
Biosev ON,BSEV3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
SAO MARTINHO ON,SMTO3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
The Coca Cola Co.,COCA34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-10-07,wait,2020-10-07
CPFL ENERGIAON NM.,CPFE3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-10-07,wait,2020-10-07
COELCE ON,COCE3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2020-10-07,wait,2020-10-07
BRADESCO PN EJ N1.,BBDC4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Saraiva,SLED3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Walt Disney Co BD.,DISB34,1M,High,Three Inside Down,Current,Bearish reversal,2020-10-07,wait,2020-10-07
Petrobras Distrib.,BRDT3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-10-07,wait,2020-10-07
PETROBRAS PN,PETR4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
PETROBRAS PN,PETR4,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
PETROBRAS ON,PETR3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
PETROBRAS ON,PETR3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Ogx Petroleo e Ga.,DMMO3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Celpe Pref,CEPE5,1M,High,Dark Cloud Cover,Current,Bearish reversal,2020-10-07,wait,2020-10-07
ConocoPhillips DR.,COPH34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
CEEE-D ON,CEED3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
BANCO PAN SA PN,BPAN4,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
CEEE-D ON,CEED3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
CEEE-D ON,CEED3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-10-07,wait,2020-10-07
MMX Mineracao e M.,MMXM11,1M,High,Three Inside Up,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Eucatex,EUCA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Ferbasa,FESA3,1M,High,Dark Cloud Cover,Current,Bearish reversal,2020-10-07,wait,2020-10-07
PARANAPANEMA ON,PMAM3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Celulose Irani Pr.,RANI4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-10-07,wait,2020-10-07
BRASIL ON,BBAS3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
BANCO PAN SA PN,BPAN4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Hoteis Othon,HOOT4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Companhia de Sane.,SAPR4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Saraiva,SLED3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
MARCOPOLO PN,POMO4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
METAL LEVE ON,LEVE3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Cedro Cachoeira,CEDO3,1M,Medium,Homing Pigeon,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Cedro Cachoeira,CEDO3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Santos Brasil Par.,STBP3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Santos Brasil Par.,STBP3,1M,Low,Harami Cross,Current,Bullish reversal,2020-10-07,wait,2020-10-07
Cosan Logistica S.,RLOG3,1M,High,Three Outside Down,Current,Bearish reversal,2020-10-07,wait,2020-10-07
Starbucks Corp BD.,SBUB34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-10-07,wait,2020-10-07
Whirlpool Pref,WHRL4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
LOJAS MARISA ON,AMAR3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-10-07,wait,2020-10-07
ENERGIAS BR ON,ENBR3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-10-07,wait,2020-10-07
