Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
WEG ON,WEGE3,1M,High,Three Inside Up,Current,Bullish reversal,2021-01-20,wait,2021-01-20
OSX BRASIL ON,OSXB3,1M,Low,Harami Cross,Current,Bullish reversal,2021-01-20,wait,2021-01-20
PETRORIO ON NM,PRIO3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
PETRORIO ON NM,PRIO3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
Colgate Palmolive.,COLG34,1M,High,Three Black Crows,Current,Bearish reversal,2021-01-20,wait,2021-01-20
OI ON N1,OIBR3,1M,Low,Shooting Star,Current,Bearish reversal,2021-01-20,wait,2021-01-20
Azul SA Pref,AZUL4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
Azul SA Pref,AZUL4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-20,wait,2021-01-20
Azul SA Pref,AZUL4,1M,High,Evening Star,Current,Bearish reversal,2021-01-20,wait,2021-01-20
TELEF BRASIL ON,VIVT3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-20,wait,2021-01-20
M.DIASBRANCO ON,MDIA3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-20,wait,2021-01-20
Vivara,VIVA3,1M,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-20,wait,2021-01-20
VALE ON,VALE3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
VALE ON,VALE3,1M,Low,Shooting Star,Current,Bearish reversal,2021-01-20,wait,2021-01-20
Vivara,VIVA3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
Cisco Systems Inc.,CSCO34,1M,High,Three Inside Up,Current,Bullish reversal,2021-01-20,wait,2021-01-20
Energ De Brasilia.,CEBR5,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-20,wait,2021-01-20
