Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Suzano Papel Celu.,SUZB3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Ogx Petroleo e Ga.,DMMO3T,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Ogx Petroleo e Ga.,DMMO3T,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Ogx Petroleo e Ga.,DMMO3T,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Ogx Petroleo e Ga.,DMMO3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
C A Modas SA,CEAB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
PARANAPANEMA ON,PMAM3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-19,wait,2020-11-19
CEEE-D ON,CEED3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-11-19,wait,2020-11-19
International Bus.,IBMB34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Smiles Fidelidade.,SMLS3T,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Parana Sanepar Un.,SAPR11,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Companhia de Sane.,SAPR4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Ser Educa ON,SEER3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Ser Educa ON,SEER3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Dommo Energia,DMMO11,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
LINX ON NM,LINX3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Microsoft Corp BD.,MSFT34,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-19,wait,2020-11-19
RUMO ON NM,RAIL3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
USIMINAS ON,USIM3,1M,Low,Harami Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Apple Inc BDR,AAPL34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Apple Inc BDR,AAPL34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
PORTOBELLO ON,PTBL3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Telebras,TELB3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
CEDRO PN,CEDO4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
TRIUNFO PART ON,TPIS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
RAIADROGASIL ON,RADL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
TIM PART S/A ON,TIMS3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Nike Inc BDR,NIKE34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Whirlpool Pref,WHRL4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
TELEF BRASIL ON,VIVT3,1M,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-19,wait,2020-11-19
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
ELETROBRAS PNB,ELET6,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
B2W DIGITAL ON,BTOW3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Procter Gamble Co.,PGCO34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
CEMIG PN,CMIG4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Hoteis Othon,HOOT4,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Hoteis Othon,HOOT4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-19,wait,2020-11-19
LOPES BRASIL ON,LPSB3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
LOPES BRASIL ON,LPSB3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
BANRISUL PNB,BRSR6,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Hoteis Othon,HOOT4,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Cosan Logistica S.,RLOG3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
NEOENERGIA,NEOE3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Banco BTG,BPAC11,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-19,wait,2020-11-19
UNIPAR ON,UNIP3,1W,Low,Hanging Man,Current,Bearish reversal,2020-11-19,wait,2020-11-19
FLEURY ON,FLRY3,1W,High,Three Outside Down,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Goldman Sachs Gro.,GSGI34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
CYRELA REALT ON,CYRE3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
CEDRO PN,CEDO4,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-19,wait,2020-11-19
General Electric.,GEOO34,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
CEDRO PN,CEDO4,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
MasterCard Inc BD.,MSCD34,1W,Low,Harami Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
RAIADROGASIL ON,RADL3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
BRADESCO PN EJ N1.,BBDC4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Eucatex,EUCA3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Banco Inter ON,BIDI3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Instituto Hermes.,PARD3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-19,wait,2020-11-19
Locaweb On,LWSA3,1W,High,Three Outside Down,Current,Bearish reversal,2020-11-19,wait,2020-11-19
Banco Inter ON,BIDI3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
ITAUSA PN,ITSA4,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-11-19,wait,2020-11-19
