Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Star,Current,Bullish reversal,2020-11-30,wait,2020-11-30
CEEE-D ON,CEED3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-11-30,wait,2020-11-30
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-30,wait,2020-11-30
LINX ON NM,LINX3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-30,wait,2020-11-30
Pfizer Inc BDR,PFIZ34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-30,wait,2020-11-30
C A Modas SA,CEAB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
RAIADROGASIL ON,RADL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
ALPARGATAS PN,ALPA4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-30,wait,2020-11-30
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Smiles Fidelidade.,SMLS3T,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
BANRISUL PNA,BRSR5,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-11-30,wait,2020-11-30
BANRISUL PNA,BRSR5,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-30,wait,2020-11-30
BANRISUL PNB,BRSR6,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Gradiente Electro.,IGBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-30,wait,2020-11-30
COMGAS PNA,CGAS5,1M,Low,Harami Bearish,Current,Bearish reversal,2020-11-30,wait,2020-11-30
Intel Corp BDR,ITLC34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-30,wait,2020-11-30
eBay Inc BDR,EBAY34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-30,wait,2020-11-30
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Wal Mart Stores I.,WALM34,1M,Low,Bullish Hammer,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Procter Gamble Co.,PGCO34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-30,wait,2020-11-30
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-30,wait,2020-11-30
MasterCard Inc BD.,MSCD34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Intel Corp BDR,ITLC34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-30,wait,2020-11-30
LOJAS AMERIC PN,LAME4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-30,wait,2020-11-30
TIM PART S/A ON,TIMS3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Hoteis Othon,HOOT4,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-30,wait,2020-11-30
TELEF BRASIL ON,VIVT3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-30,wait,2020-11-30
LOPES BRASIL ON,LPSB3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Hoteis Othon,HOOT4,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-30,wait,2020-11-30
LOPES BRASIL ON,LPSB3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-30,wait,2020-11-30
Celulose Irani Pr.,RANI4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-30,wait,2020-11-30
